track_id,taala,beat_F-measure,beat_Cemgil,beat_Cemgil Best Metric Level,beat_Goto,beat_P-score,beat_Correct Metric Level Continuous,beat_Correct Metric Level Total,beat_Any Metric Level Continuous,beat_Any Metric Level Total,beat_Information gain,downbeat_F-measure,downbeat_Cemgil,downbeat_Cemgil Best Metric Level,downbeat_Goto,downbeat_P-score,downbeat_Correct Metric Level Continuous,downbeat_Correct Metric Level Total,downbeat_Any Metric Level Continuous,downbeat_Any Metric Level Total,downbeat_Information gain
10008,adi,0.8777103209019949,0.8278052239994947,0.8278052239994947,1.0,0.8015625,0.6015625,0.6015625,0.6015625,0.6015625,0.468915096470837,0.736111111111111,0.7024435414643649,0.7024435414643649,1.0,0.8,0.6125,0.6125,0.6125,0.6125,0.6740448594297619
10011,adi,0.8200890019071838,0.7091462749948954,0.7091462749948954,1.0,0.8743654822335025,0.4137055837563452,0.8629441624365483,0.4137055837563452,0.8629441624365483,0.3749676322025829,0.8282828282828283,0.7247190024224859,0.7247190024224859,1.0,1.0,1.0,1.0,1.0,1.0,0.8101572749528202
10015,adi,0.7222222222222222,0.6798819644396756,0.8281880712044579,1.0,0.5964523281596452,0.1951219512195122,0.1951219512195122,0.22532588454376165,0.6480446927374302,0.4674674930058778,0.5054945054945055,0.4929812833187622,0.6698883276768635,0.0,0.40350877192982454,0.0,0.0,0.3880597014925373,0.6567164179104478,0.6297206195652604
average,,0.8066738483438004,0.7389444878113552,0.7883798567329493,1.0,0.7574601034643825,0.40346334499195247,0.5532095378853535,0.4135313227667023,0.7041837850579928,0.43711674055976585,0.689962814962815,0.6400479424018709,0.6990169571879047,0.6666666666666666,0.7345029239766082,0.5375,0.5375,0.6668532338308458,0.7564054726368159,0.7046409179826142
,adi,0.8066738483438004,0.7389444878113552,0.7883798567329493,1.0,0.7574601034643825,0.40346334499195247,0.5532095378853535,0.4135313227667023,0.7041837850579928,0.43711674055976585,0.689962814962815,0.6400479424018709,0.6990169571879047,0.6666666666666666,0.7345029239766082,0.5375,0.5375,0.6668532338308458,0.7564054726368159,0.7046409179826142
